Title,Year,Runtime_minutes,Genres,Rating,Votes,IMDB_Link
Bad Education,(2012–2014),30.0,Comedy            ,7.4,"11,932",https://www.imdb.com/title/tt2337840/
The Mindy Project,(2012–2017),30.0,Comedy            ,7.4,"31,038",https://www.imdb.com/title/tt2211129/
Baby Daddy,(2012–2017),22.0,"Comedy, Drama, Family            ",7.4,"20,008",https://www.imdb.com/title/tt2177489/
Last Resort,(I) (2012–2013),60.0,"Action, Drama, Mystery            ",7.4,"21,536",https://www.imdb.com/title/tt2172103/
Young & Hungry,(2014–2018),22.0,"Comedy, Drama, Romance            ",7.4,"15,378",https://www.imdb.com/title/tt2084712/
The Following,(2013–2015),43.0,"Crime, Drama, Horror            ",7.4,"86,374",https://www.imdb.com/title/tt2071645/
House of Lies,(2012–2016),28.0,"Comedy, Drama            ",7.4,"24,958",https://www.imdb.com/title/tt1797404/
Pretty Little Liars,(2010–2017),44.0,"Drama, Mystery, Romance            ",7.4,"161,264",https://www.imdb.com/title/tt1578873/
Archive 81,(2022– ),60.0,"Drama, Horror, Mystery            ",7.4,"31,481",https://www.imdb.com/title/tt13365348/
Drop Dead Diva,(2009–2014),60.0,"Comedy, Drama            ",7.4,"19,313",https://www.imdb.com/title/tt1280822/
Vigil,(2021– ),60.0,"Crime, Drama, Mystery            ",7.4,"17,762",https://www.imdb.com/title/tt11846996/
Killer Inside: The Mind of Aaron Hernandez,(2020),202.0,"Documentary, Crime, Sport            ",7.4,"16,167",https://www.imdb.com/title/tt11475228/
Lost in Austen,(2008),180.0,"Drama, Fantasy, Romance            ",7.4,"10,658",https://www.imdb.com/title/tt1117666/
The Haunting of Bly Manor,(2020),494.0,"Drama, Horror, Mystery            ",7.4,"93,132",https://www.imdb.com/title/tt10970552/
Secret Diary of a Call Girl,(2007–2011),30.0,Drama            ,7.4,"13,399",https://www.imdb.com/title/tt1000734/
Foundation,(2021– ),60.0,"Drama, Sci-Fi            ",7.4,"48,902",https://www.imdb.com/title/tt0804484/
Robin Hood,(2006–2009),60.0,"Action, Adventure, Comedy            ",7.4,"16,493",https://www.imdb.com/title/tt0787985/
Life on Mars,(2008–2009),60.0,"Crime, Drama, Mystery            ",7.4,"10,209",https://www.imdb.com/title/tt0787490/
Ben 10,(2005–2008),22.0,"Animation, Action, Adventure            ",7.4,"17,542",https://www.imdb.com/title/tt0760437/
Kyle XY,(2006–2009),60.0,"Drama, Mystery, Romance            ",7.4,"29,059",https://www.imdb.com/title/tt0756509/
Ned's Declassified School Survival Guide,(2004–2007),22.0,"Comedy, Family            ",7.4,"17,334",https://www.imdb.com/title/tt0405576/
Gossip Girl,(2007–2012),42.0,"Drama, Romance            ",7.4,"167,265",https://www.imdb.com/title/tt0397442/
Las Vegas,(2003–2008),60.0,"Crime, Drama            ",7.4,"27,177",https://www.imdb.com/title/tt0364828/
Tru Calling,(2003–2005),43.0,"Drama, Fantasy, Mystery            ",7.4,"16,281",https://www.imdb.com/title/tt0364817/
Degrassi: The Next Generation,(2001–2015),30.0,"Drama, Romance            ",7.4,"13,141",https://www.imdb.com/title/tt0288937/
Children of Dune,(2003),266.0,"Adventure, Drama, Sci-Fi            ",7.4,"13,629",https://www.imdb.com/title/tt0287839/
Law & Order: Criminal Intent,(2001–2011),60.0,"Crime, Drama, Mystery            ",7.4,"24,895",https://www.imdb.com/title/tt0275140/
Jackie Chan Adventures,(2000–2005),30.0,"Animation, Action, Adventure            ",7.4,"18,943",https://www.imdb.com/title/tt0259141/
Grounded for Life,(2001–2005),22.0,Comedy            ,7.4,"15,041",https://www.imdb.com/title/tt0255734/
Clerks,(2000–2001),22.0,"Animation, Comedy            ",7.4,"12,362",https://www.imdb.com/title/tt0210413/
Dark Angel,(2000–2002),60.0,"Action, Drama, Mystery            ",7.4,"32,234",https://www.imdb.com/title/tt0204993/
"Ed, Edd n Eddy",(1999–2008),30.0,"Animation, Comedy, Family            ",7.4,"36,436",https://www.imdb.com/title/tt0184111/
"Two Guys, a Girl and a Pizza Place",(1998–2001),30.0,"Comedy, Romance            ",7.4,"16,730",https://www.imdb.com/title/tt0137330/
Storm of the Century,(1999),257.0,"Drama, Fantasy, Horror            ",7.4,"21,157",https://www.imdb.com/title/tt0135659/
Sliders,(1995–2000),60.0,"Adventure, Fantasy, Sci-Fi            ",7.4,"18,078",https://www.imdb.com/title/tt0112167/
Rugrats,(1991–2006),30.0,"Animation, Adventure, Comedy            ",7.4,"34,342",https://www.imdb.com/title/tt0101188/
Doug,(1991–1994),30.0,"Animation, Adventure, Comedy            ",7.4,"18,661",https://www.imdb.com/title/tt0101084/
Happy Days,(1974–1984),30.0,"Comedy, Family, Music            ",7.4,"18,200",https://www.imdb.com/title/tt0070992/
Motherland: Fort Salem,(2020–2022),42.0,"Drama, Fantasy, Sci-Fi            ",7.3,"12,917",https://www.imdb.com/title/tt9900092/
The Stranger,(I) (2020),363.0,"Crime, Drama, Mystery            ",7.3,"45,533",https://www.imdb.com/title/tt9698480/
The Falcon and the Winter Soldier,(2021– ),50.0,"Action, Adventure, Drama            ",7.3,"188,569",https://www.imdb.com/title/tt9208876/
Star Trek: Lower Decks,(2020– ),25.0,"Animation, Action, Adventure            ",7.3,"14,255",https://www.imdb.com/title/tt9184820/
Them,(2021– ),45.0,"Drama, Horror, Thriller            ",7.3,"17,490",https://www.imdb.com/title/tt9064858/
Self Made: Inspired by the Life of Madam C.J. Walker,(2020),191.0,"Biography, Drama, History            ",7.3,"11,259",https://www.imdb.com/title/tt8771910/
Bridgerton,(2020– ),60.0,"Drama, Romance            ",7.3,"97,948",https://www.imdb.com/title/tt8740790/
Ratched,(2020– ),,"Crime, Drama, Mystery            ",7.3,"50,635",https://www.imdb.com/title/tt7423538/
Absentia,(2017–2020),60.0,"Crime, Drama, Mystery            ",7.3,"14,768",https://www.imdb.com/title/tt6794990/
Dynasty,(2017– ),42.0,Drama            ,7.3,"20,538",https://www.imdb.com/title/tt6128300/
Electric Dreams,(2017–2018),60.0,Sci-Fi            ,7.3,"15,835",https://www.imdb.com/title/tt5711280/
Six,(2017–2018),60.0,"Action, Drama, History            ",7.3,"12,283",https://www.imdb.com/title/tt5541338/
Lost in Space,(2018–2021),60.0,"Adventure, Drama, Family            ",7.3,"94,679",https://www.imdb.com/title/tt5232792/
Tin Star,(2017–2020),60.0,"Crime, Drama, Thriller            ",7.3,"13,651",https://www.imdb.com/title/tt4607112/
The Gifted,(I) (2017–2019),43.0,"Action, Drama, Fantasy            ",7.3,"34,010",https://www.imdb.com/title/tt4396630/
The Frankenstein Chronicles,(2015–2017),48.0,"Crime, Drama, Fantasy            ",7.3,"11,326",https://www.imdb.com/title/tt4206804/
Glitch,(2015–2019),45.0,"Drama, Horror, Sci-Fi            ",7.3,"17,193",https://www.imdb.com/title/tt4192782/
Killjoys,(2015–2019),42.0,"Action, Adventure, Sci-Fi            ",7.3,"21,685",https://www.imdb.com/title/tt3952222/
Good Witch,(2015–2021),48.0,"Comedy, Drama, Fantasy            ",7.3,"10,100",https://www.imdb.com/title/tt3906732/
The Librarians,(2013–2018),42.0,"Action, Adventure, Comedy            ",7.3,"21,419",https://www.imdb.com/title/tt3663490/
Luke Cage,(2016–2018),55.0,"Action, Crime, Drama            ",7.3,"125,484",https://www.imdb.com/title/tt3322314/
The Last Man on Earth,(2015–2018),22.0,"Action, Comedy, Drama            ",7.3,"56,970",https://www.imdb.com/title/tt3230454/
Empire,(2015–2020),42.0,"Drama, Music            ",7.3,"38,873",https://www.imdb.com/title/tt3228904/
Street Fighter: Assassin's Fist,(2014),152.0,"Action, Adventure, Drama            ",7.3,"10,279",https://www.imdb.com/title/tt3069212/
Star-Crossed,(2014),60.0,"Drama, Romance, Sci-Fi            ",7.3,"17,584",https://www.imdb.com/title/tt2657262/
The Strain,(2014–2017),43.0,"Drama, Fantasy, Horror            ",7.3,"79,272",https://www.imdb.com/title/tt2654620/
Resurrection,(2013–2015),43.0,"Drama, Fantasy            ",7.3,"15,175",https://www.imdb.com/title/tt2647586/
Crossing Lines,(2013–2015),43.0,"Action, Crime, Drama            ",7.3,"12,889",https://www.imdb.com/title/tt2427220/
Dracula,(2013–2014),43.0,"Drama, Horror, Romance            ",7.3,"29,006",https://www.imdb.com/title/tt2296682/
Brickleberry,(2012–2015),22.0,"Animation, Comedy            ",7.3,"15,328",https://www.imdb.com/title/tt2022713/
The Secret Circle,(2011–2012),45.0,"Drama, Fantasy, Horror            ",7.3,"46,890",https://www.imdb.com/title/tt1837654/
Touch,(2012–2013),43.0,"Drama, Mystery, Sci-Fi            ",7.3,"42,427",https://www.imdb.com/title/tt1821681/
Don't Trust the B---- in Apartment 23,(2012–2013),22.0,Comedy            ,7.3,"36,768",https://www.imdb.com/title/tt1819509/
The Lying Game,(2011–2013),44.0,"Drama, Mystery            ",7.3,"18,611",https://www.imdb.com/title/tt1798274/
Jane by Design,(2012),44.0,"Comedy, Drama            ",7.3,"10,333",https://www.imdb.com/title/tt1743904/
Girls,(2012–2017),28.0,"Comedy, Drama            ",7.3,"69,779",https://www.imdb.com/title/tt1723816/
Hawaii Five-0,(2010–2020),42.0,"Action, Crime, Drama            ",7.3,"71,467",https://www.imdb.com/title/tt1600194/
Breakout Kings,(2011–2012),43.0,"Crime, Drama, Thriller            ",7.3,"15,471",https://www.imdb.com/title/tt1590961/
Hot in Cleveland,(2010–2015),30.0,Comedy            ,7.3,"14,085",https://www.imdb.com/title/tt1583607/
Covert Affairs,(2010–2014),60.0,"Action, Crime, Drama            ",7.3,"28,623",https://www.imdb.com/title/tt1495708/
Total Drama Island,(2007–2014),22.0,"Animation, Action, Comedy            ",7.3,"10,160",https://www.imdb.com/title/tt1173427/
Chowder,(2007–2010),11.0,"Animation, Short, Adventure            ",7.3,"13,237",https://www.imdb.com/title/tt1140100/
The Passage,(2019),60.0,"Action, Adventure, Drama            ",7.3,"11,437",https://www.imdb.com/title/tt1074206/
Sanctuary,(2008–2011),44.0,"Action, Drama, Fantasy            ",7.3,"20,654",https://www.imdb.com/title/tt0965394/
In Plain Sight,(2008–2012),60.0,"Crime, Drama, Mystery            ",7.3,"11,624",https://www.imdb.com/title/tt0935095/
Samantha Who?,(2007–2009),22.0,"Comedy, Mystery, Romance            ",7.3,"10,626",https://www.imdb.com/title/tt0898332/
Primeval,(2007–2011),60.0,"Action, Adventure, Drama            ",7.3,"14,198",https://www.imdb.com/title/tt0808096/
Rules of Engagement,(2007–2013),22.0,"Comedy, Romance            ",7.3,"33,191",https://www.imdb.com/title/tt0790772/
Brothers & Sisters,(2006–2011),60.0,Drama            ,7.3,"23,267",https://www.imdb.com/title/tt0758737/
H2O: Just Add Water,(2006–2010),23.0,"Drama, Family, Fantasy            ",7.3,"14,442",https://www.imdb.com/title/tt0491603/
Project Runway,(2004– ),60.0,"Game-Show, Reality-TV            ",7.3,"10,824",https://www.imdb.com/title/tt0437741/
The Batman,(2004–2008),22.0,"Animation, Action, Adventure            ",7.3,"11,226",https://www.imdb.com/title/tt0398417/
American Dad!,(2005– ),22.0,"Animation, Comedy            ",7.3,"123,528",https://www.imdb.com/title/tt0397306/
The 4400,(2004–2007),43.0,"Drama, Mystery, Sci-Fi            ",7.3,"44,652",https://www.imdb.com/title/tt0389564/
Real Time with Bill Maher,(2003– ),60.0,"Comedy, News, Talk-Show            ",7.3,"13,219",https://www.imdb.com/title/tt0350448/
Hitler: The Rise of Evil,(2003),130.0,"Biography, Drama, History            ",7.3,"21,922",https://www.imdb.com/title/tt0346293/
Jackass,(2000–2007),535.0,"Action, Comedy, Reality-TV            ",7.3,"23,897",https://www.imdb.com/title/tt0264263/
Yu-Gi-Oh!,(I) (2000–2006),24.0,"Animation, Action, Adventure            ",7.3,"20,583",https://www.imdb.com/title/tt0249327/
Survivor,(2000– ),60.0,"Adventure, Game-Show, Reality-TV            ",7.3,"23,957",https://www.imdb.com/title/tt0239195/
Digimon: Digital Monsters,(1999–2007),24.0,"Animation, Action, Adventure            ",7.3,"21,772",https://www.imdb.com/title/tt0210418/
The Powerpuff Girls,(1998–2005),30.0,"Animation, Action, Adventure            ",7.3,"40,747",https://www.imdb.com/title/tt0175058/
Arthur,(1996–2022),30.0,"Animation, Short, Adventure            ",7.3,"13,623",https://www.imdb.com/title/tt0169414/
The King of Queens,(1998–2007),22.0,Comedy            ,7.3,"80,319",https://www.imdb.com/title/tt0165581/
King of the Hill,(1997–2010),30.0,"Animation, Comedy, Drama            ",7.3,"50,165",https://www.imdb.com/title/tt0118375/
Aladdin,(1994–1995),30.0,"Animation, Action, Adventure            ",7.3,"11,130",https://www.imdb.com/title/tt0105935/
Garfield and Friends,(1988–1995),30.0,"Animation, Comedy, Family            ",7.3,"11,155",https://www.imdb.com/title/tt0094469/
21 Jump Street,(1987–1991),60.0,"Crime, Drama, Mystery            ",7.3,"12,037",https://www.imdb.com/title/tt0092312/
Behind Her Eyes,(2021),298.0,"Drama, Mystery, Thriller            ",7.2,"55,241",https://www.imdb.com/title/tt9698442/
Departure,(2019–2022),45.0,"Drama, Mystery, Thriller            ",7.2,"14,622",https://www.imdb.com/title/tt9252156/
Living with Yourself,(2019),26.0,"Comedy, Drama, Sci-Fi            ",7.2,"29,417",https://www.imdb.com/title/tt8880894/
Stargirl,(2020– ),566.0,"Action, Adventure, Crime            ",7.2,"16,077",https://www.imdb.com/title/tt8722888/
Dirty John,(2018– ),44.0,"Crime, Drama            ",7.2,"20,202",https://www.imdb.com/title/tt7945720/
Safe,(2018),356.0,"Crime, Drama, Mystery            ",7.2,"40,291",https://www.imdb.com/title/tt7902072/
Raising Dion,(2019– ),50.0,"Drama, Sci-Fi            ",7.2,"12,209",https://www.imdb.com/title/tt7826108/
Dublin Murders,(2019),60.0,"Crime, Drama, Mystery            ",7.2,"10,059",https://www.imdb.com/title/tt7768192/
Bonding,(2018–2021),17.0,"Comedy, Drama            ",7.2,"15,524",https://www.imdb.com/title/tt7718088/
A Christmas Carol,(2019),173.0,"Drama, Fantasy            ",7.2,"10,466",https://www.imdb.com/title/tt7686464/
The Wheel of Time,(2021– ),60.0,"Action, Adventure, Drama            ",7.2,"86,237",https://www.imdb.com/title/tt7462410/
Hunters,(2020– ),60.0,"Crime, Drama, Mystery            ",7.2,"36,498",https://www.imdb.com/title/tt7456722/
Disenchantment,(2018– ),30.0,"Animation, Action, Adventure            ",7.2,"55,667",https://www.imdb.com/title/tt5363918/
Flaked,(2016– ),30.0,"Comedy, Drama, Romance            ",7.2,"11,192",https://www.imdb.com/title/tt4973548/
Channel Zero,(2016–2018),44.0,"Crime, Drama, Fantasy            ",7.2,"10,281",https://www.imdb.com/title/tt4820370/
Containment,(2016),60.0,Drama            ,7.2,"10,752",https://www.imdb.com/title/tt4421578/
The Catch,(2016–2017),43.0,"Crime, Drama, Romance            ",7.2,"11,288",https://www.imdb.com/title/tt4396862/
The Defenders,(2017),50.0,"Action, Adventure, Crime            ",7.2,"100,846",https://www.imdb.com/title/tt4230076/
Ascension,(2014),231.0,"Drama, Sci-Fi            ",7.2,"18,274",https://www.imdb.com/title/tt3696720/
Emerald City,(2016–2017),60.0,"Adventure, Drama, Fantasy            ",7.2,"12,451",https://www.imdb.com/title/tt3579018/
Selfie,(2014),22.0,"Comedy, Romance            ",7.2,"12,210",https://www.imdb.com/title/tt3549044/
The Whispers,(2015),60.0,"Drama, Horror, Mystery            ",7.2,"10,669",https://www.imdb.com/title/tt3487410/
Salem,(2014–2017),60.0,"Drama, Fantasy, Horror            ",7.2,"23,307",https://www.imdb.com/title/tt2963254/
Mom,(2013–2021),30.0,"Comedy, Drama, Romance            ",7.2,"33,465",https://www.imdb.com/title/tt2660806/
The Tomorrow People,(2013–2014),43.0,"Action, Drama, Sci-Fi            ",7.2,"35,425",https://www.imdb.com/title/tt2660734/
Deadman Wonderland,(2011),24.0,"Animation, Action, Drama            ",7.2,"10,144",https://www.imdb.com/title/tt1909447/
Suburgatory,(2011–2014),22.0,Comedy            ,7.2,"31,765",https://www.imdb.com/title/tt1741256/
Dallas,(2012–2014),42.0,"Drama, Romance            ",7.2,"10,434",https://www.imdb.com/title/tt1723760/
Ultimate Spider-Man,(2012–2017),23.0,"Animation, Action, Adventure            ",7.2,"11,782",https://www.imdb.com/title/tt1722512/
Ancient Aliens,(2009– ),42.0,"Documentary, Fantasy, History            ",7.2,"10,783",https://www.imdb.com/title/tt1643266/
Pawn Stars,(2009– ),30.0,"Comedy, Reality-TV            ",7.2,"16,378",https://www.imdb.com/title/tt1492088/
Falling Skies,(2011–2015),42.0,"Action, Adventure, Drama            ",7.2,"88,105",https://www.imdb.com/title/tt1462059/
Tosh.0,(2009–2020),22.0,Comedy            ,7.2,"15,835",https://www.imdb.com/title/tt1430587/
Alphas,(2011–2012),44.0,"Action, Drama, Sci-Fi            ",7.2,"28,748",https://www.imdb.com/title/tt1183865/
The Chair,(2021– ),30.0,"Comedy, Drama            ",7.2,"15,192",https://www.imdb.com/title/tt11834150/
Brand New Cherry Flavor,(2021),342.0,"Drama, Horror, Mystery            ",7.2,"12,854",https://www.imdb.com/title/tt11343600/
Clickbait,(2021),368.0,"Crime, Drama, Mystery            ",7.2,"46,931",https://www.imdb.com/title/tt10888878/
The Shannara Chronicles,(2016–2017),42.0,"Adventure, Fantasy, Sci-Fi            ",7.2,"58,635",https://www.imdb.com/title/tt1051220/
Dirty Sexy Money,(2007–2009),45.0,Drama            ,7.2,"11,819",https://www.imdb.com/title/tt0960136/
Codename: Kids Next Door,(2002–2008),23.0,"Animation, Action, Adventure            ",7.2,"19,430",https://www.imdb.com/title/tt0312109/
Kim Possible,(2002–2007),30.0,"Animation, Action, Adventure            ",7.2,"26,478",https://www.imdb.com/title/tt0278866/
The Fairly OddParents,(2001–2017),30.0,"Animation, Adventure, Comedy            ",7.2,"37,950",https://www.imdb.com/title/tt0235918/
Becker,(1998–2004),30.0,Comedy            ,7.2,"12,735",https://www.imdb.com/title/tt0174378/
Sex and the City,(1998–2004),30.0,"Comedy, Drama, Romance            ",7.2,"121,172",https://www.imdb.com/title/tt0159206/
Will & Grace,(1998–2020),22.0,"Comedy, Romance            ",7.2,"54,382",https://www.imdb.com/title/tt0157246/
The Angry Beavers,(1997–2001),30.0,"Animation, Comedy, Family            ",7.2,"14,623",https://www.imdb.com/title/tt0131664/
Johnny Bravo,(1997–2004),30.0,"Animation, Short, Adventure            ",7.2,"35,157",https://www.imdb.com/title/tt0118360/
Spin City,(1996–2002),30.0,Comedy            ,7.2,"28,131",https://www.imdb.com/title/tt0115369/
MADtv,(1995–2016),60.0,"Comedy, Reality-TV, Talk-Show            ",7.2,"10,761",https://www.imdb.com/title/tt0112056/
The Stand,(1994),361.0,"Adventure, Drama, Fantasy            ",7.2,"35,259",https://www.imdb.com/title/tt0108941/
Aaahh!!! Real Monsters,(1994–1997),30.0,"Animation, Adventure, Comedy            ",7.2,"11,410",https://www.imdb.com/title/tt0108684/
Highlander,(1992–1998),60.0,"Action, Adventure, Fantasy            ",7.2,"15,516",https://www.imdb.com/title/tt0103442/
Home Improvement,(1991–1999),22.0,"Comedy, Family            ",7.2,"42,797",https://www.imdb.com/title/tt0101120/
Wings,(1990–1997),30.0,"Comedy, Drama            ",7.2,"12,305",https://www.imdb.com/title/tt0098948/
Mork & Mindy,(1978–1982),30.0,"Comedy, Family, Sci-Fi            ",7.2,"10,998",https://www.imdb.com/title/tt0077053/
Battlestar Galactica,(1978–1979),60.0,"Action, Adventure, Sci-Fi            ",7.2,"15,240",https://www.imdb.com/title/tt0076984/
Brave New World,(2020),415.0,"Drama, Sci-Fi, Thriller            ",7.1,"13,740",https://www.imdb.com/title/tt9814116/
The Society,(2019),58.0,"Drama, Mystery, Sci-Fi            ",7.1,"26,530",https://www.imdb.com/title/tt8778064/
Manifest,(2018– ),43.0,"Drama, Mystery, Sci-Fi            ",7.1,"47,622",https://www.imdb.com/title/tt8421350/
Truth Seekers,(2020),223.0,"Comedy, Drama, Fantasy            ",7.1,"12,289",https://www.imdb.com/title/tt7907922/
Truth Be Told,(2019– ),45.0,"Crime, Drama, Mystery            ",7.1,"11,395",https://www.imdb.com/title/tt7821582/
The Flight Attendant,(2020– ),,"Comedy, Drama, Mystery            ",7.1,"41,549",https://www.imdb.com/title/tt7569576/
Miracle Workers,(2019– ),22.0,"Comedy, Drama, Fantasy            ",7.1,"13,271",https://www.imdb.com/title/tt7529770/
Lovecraft Country,(2020),60.0,"Drama, Fantasy, Horror            ",7.1,"38,600",https://www.imdb.com/title/tt6905686/
S.W.A.T.,(2017– ),43.0,"Action, Adventure, Crime            ",7.1,"20,668",https://www.imdb.com/title/tt6111130/
Ghoul,(2018),45.0,"Drama, Fantasy, Horror            ",7.1,"13,564",https://www.imdb.com/title/tt5909930/
Man with a Plan,(2016–2020),30.0,Comedy            ,7.1,"10,021",https://www.imdb.com/title/tt5536400/
Star Trek: Discovery,(2017– ),60.0,"Action, Adventure, Drama            ",7.1,"112,425",https://www.imdb.com/title/tt5171438/
Frontier,(2016–2018),60.0,"Adventure, Drama, History            ",7.1,"20,021",https://www.imdb.com/title/tt4686698/
Scream Queens,(2015–2016),45.0,"Comedy, Horror, Mystery            ",7.1,"39,135",https://www.imdb.com/title/tt4145384/
Scream,(2015–2019),45.0,"Comedy, Crime, Drama            ",7.1,"39,077",https://www.imdb.com/title/tt3921180/
Aquarius,(2015–2016),42.0,"Biography, Crime, Drama            ",7.1,"12,034",https://www.imdb.com/title/tt3768572/
The Late Show with Stephen Colbert,(2015– ),41.0,"Comedy, Talk-Show            ",7.1,"13,357",https://www.imdb.com/title/tt3697842/
Scorpion,(2014–2018),43.0,"Action, Crime, Drama            ",7.1,"51,685",https://www.imdb.com/title/tt3514324/
Black-ish,(2014–2022),22.0,Comedy            ,7.1,"22,154",https://www.imdb.com/title/tt3487356/
The Tonight Show Starring Jimmy Fallon,(2014– ),60.0,"Comedy, Music, Talk-Show            ",7.1,"17,604",https://www.imdb.com/title/tt3444938/
The Returned,(2015),42.0,"Drama, Fantasy, Horror            ",7.1,"11,785",https://www.imdb.com/title/tt3230780/
The Crazy Ones,(2013–2014),20.0,Comedy            ,7.1,"12,468",https://www.imdb.com/title/tt2710104/
Believe,(2014),43.0,"Drama, Fantasy, Sci-Fi            ",7.1,"14,691",https://www.imdb.com/title/tt2592094/
Girl Meets World,(2014–2017),23.0,"Comedy, Drama, Family            ",7.1,"14,199",https://www.imdb.com/title/tt2543796/
Hemlock Grove,(2013–2015),46.0,"Drama, Fantasy, Horror            ",7.1,"39,109",https://www.imdb.com/title/tt2309295/
Mistresses,(I) (2013–2016),43.0,"Drama, Romance, Thriller            ",7.1,"13,358",https://www.imdb.com/title/tt2295809/
Beauty and the Beast,(2012–2016),60.0,"Drama, Horror, Romance            ",7.1,"36,268",https://www.imdb.com/title/tt2193041/
Body of Proof,(2011–2013),60.0,"Comedy, Crime, Drama            ",7.1,"17,378",https://www.imdb.com/title/tt1587669/
Star Wars: Visions,(2021– ),,"Animation, Action, Adventure            ",7.1,"13,989",https://www.imdb.com/title/tt13622982/
Royal Pains,(2009–2016),42.0,"Comedy, Drama            ",7.1,"20,732",https://www.imdb.com/title/tt1319735/
Jeffrey Epstein: Filthy Rich,(2020),227.0,"Documentary, Crime            ",7.1,"22,390",https://www.imdb.com/title/tt12312250/
Hung,(2009–2011),30.0,"Comedy, Drama            ",7.1,"21,709",https://www.imdb.com/title/tt1229413/
Into the Night,(II) (2020– ),,"Drama, Sci-Fi, Thriller            ",7.1,"29,323",https://www.imdb.com/title/tt10919486/
Atiye,(2019–2021),40.0,"Drama, Fantasy, Mystery            ",7.1,"21,224",https://www.imdb.com/title/tt10075318/
Tin Man,(2007),270.0,"Adventure, Fantasy, Sci-Fi            ",7.1,"13,668",https://www.imdb.com/title/tt0910812/
Shark,(2006–2008),60.0,"Crime, Drama, Mystery            ",7.1,"11,532",https://www.imdb.com/title/tt0805666/
Caprica,(2009–2010),60.0,"Action, Drama, Sci-Fi            ",7.1,"24,919",https://www.imdb.com/title/tt0799862/
The Nine Lives of Chloe King,(2011),441.0,"Action, Adventure, Crime            ",7.1,"10,249",https://www.imdb.com/title/tt0499400/
The New Adventures of Old Christine,(2006–2010),22.0,Comedy            ,7.1,"12,929",https://www.imdb.com/title/tt0462128/
Hell's Kitchen,(2005– ),42.0,"Game-Show, Reality-TV            ",7.1,"20,273",https://www.imdb.com/title/tt0437005/
Danny Phantom,(2003–2007),30.0,"Animation, Action, Adventure            ",7.1,"17,342",https://www.imdb.com/title/tt0366005/
Charmed,(1998–2006),42.0,"Drama, Fantasy, Mystery            ",7.1,"81,009",https://www.imdb.com/title/tt0158552/
Merlin,(1998),182.0,"Action, Adventure, Drama            ",7.1,"21,178",https://www.imdb.com/title/tt0130414/
Everybody Loves Raymond,(1996–2005),22.0,Comedy            ,7.1,"68,602",https://www.imdb.com/title/tt0115167/
"Murder, She Wrote",(1984–1996),50.0,"Crime, Drama, Mystery            ",7.1,"22,720",https://www.imdb.com/title/tt0086765/
The Dukes of Hazzard,(1979–1985),60.0,"Action, Comedy            ",7.1,"12,959",https://www.imdb.com/title/tt0078607/
The Six Million Dollar Man,(1974–1978),60.0,"Action, Crime, Drama            ",7.1,"10,789",https://www.imdb.com/title/tt0071054/
Nine Perfect Strangers,(2021),388.0,"Drama, Mystery, Thriller            ",7.0,"42,619",https://www.imdb.com/title/tt8760932/
Treadstone,(2019),44.0,Action            ,7.0,"10,054",https://www.imdb.com/title/tt8289480/
FBI,(2018– ),60.0,"Action, Crime, Drama            ",7.0,"15,316",https://www.imdb.com/title/tt7491982/
Boruto: Naruto Next Generations,(2017– ),23.0,"Animation, Action, Adventure            ",7.0,"18,466",https://www.imdb.com/title/tt6342474/
Salvation,(2017–2018),43.0,"Drama, Sci-Fi, Thriller            ",7.0,"21,544",https://www.imdb.com/title/tt6170874/
Rostered On,(2016– ),22.0,Comedy            ,7.0,"12,076",https://www.imdb.com/title/tt6156654/
Bull,(2016–2022),60.0,"Comedy, Crime, Drama            ",7.0,"18,243",https://www.imdb.com/title/tt5827228/
Girlboss,(2017),26.0,Comedy            ,7.0,"17,333",https://www.imdb.com/title/tt5706996/
Siren,(2018–2020),60.0,"Drama, Fantasy            ",7.0,"13,481",https://www.imdb.com/title/tt5615700/
You Me Her,(2016–2020),28.0,"Comedy, Drama, Romance            ",7.0,"10,133",https://www.imdb.com/title/tt5179408/
Shades of Blue,(2016–2018),60.0,"Action, Crime, Drama            ",7.0,"10,272",https://www.imdb.com/title/tt4118584/
The Girlfriend Experience,(2016– ),27.0,Drama            ,7.0,"10,391",https://www.imdb.com/title/tt3846642/
Once Upon a Time in Wonderland,(2013–2014),42.0,"Adventure, Drama, Fantasy            ",7.0,"12,035",https://www.imdb.com/title/tt2802008/
Bitten,(2014–2016),44.0,"Drama, Fantasy, Horror            ",7.0,"17,747",https://www.imdb.com/title/tt2365946/
Stay Close,(2021),375.0,"Crime, Drama, Mystery            ",7.0,"24,750",https://www.imdb.com/title/tt2201227/
Defiance,(2013–2015),43.0,"Action, Drama, Sci-Fi            ",7.0,"42,221",https://www.imdb.com/title/tt2189221/
The Carrie Diaries,(2013–2014),42.0,"Comedy, Drama, Romance            ",7.0,"27,317",https://www.imdb.com/title/tt2056366/
Pan Am,(2011–2012),42.0,"Drama, History, Romance            ",7.0,"19,695",https://www.imdb.com/title/tt1826805/
Alcatraz,(2012),60.0,"Action, Crime, Drama            ",7.0,"39,310",https://www.imdb.com/title/tt1728102/
Melissa & Joey,(2010–2015),30.0,"Comedy, Romance            ",7.0,"18,543",https://www.imdb.com/title/tt1597420/
The Event,(2010–2011),43.0,"Crime, Drama, Mystery            ",7.0,"26,004",https://www.imdb.com/title/tt1582459/
